phi_PV,phi_cut,phi_load
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.005000000000000000,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.005000000000000000
-0.004999999999999893,0.000000000000000000,0.005000000000000000
-0.005000000000000000,0.000000000000000000,0.005000000000000004
-0.005000000000000000,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.005000000000000000
0.005000000000000004,0.000000000000000000,-0.005000000000000001
-0.005000000000000000,0.000000000000000000,0.005000000000000004
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000004,0.000000000000000000,-0.005000000000000001
0.005000000000000001,0.000000000000000000,-0.004999999999999893
0.005000000000000004,0.000000000000000000,-0.005000000000000001
-0.004999999999999893,0.000000000000000000,0.005000000000000000
0.005000000000000004,0.000000000000000000,-0.005000000000000001
-0.005000000000000000,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.005000000000000000
-0.005000000000000000,0.000000000000000000,0.005000000000000004
-0.005000000000000000,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999998,0.000000000000000000,0.005000000000000004
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
-0.004999999999999893,0.000000000000000000,0.004999999999999998
